REAL1;2,063604813;616
REAL1;2,033991986;632
REAL1;2,287045351;0
REAL1;2,04714228;0
REAL1;2,13917758;480
REAL1;1,93387852;0
REAL1;2,315078046;680
REAL1;2,445892491;544
REAL1;2,477758732;0
REAL1;2,172813767;0
REAL1;2,282336467;0
REAL1;2,275699477;0
REAL1;2,144022317;479
REAL1;2,015280713;550
REAL1;2,165805313;566
REAL1;1,940161463;505
REAL1;2,141856078;407
REAL1;2,126728371;0
REAL1;2,1251936;423
REAL1;2,188915086;387
REAL1;2,421715908;402
REAL1;2,09179315;0
REAL1;2,229144344;0
REAL1;2,305507363;0
REAL1;1,988812946;0
REAL1;2,45581137;403
REAL1;2,245773536;0
REAL1;2,229878771;414
REAL1;2,351696181;0
REAL1;2,279477672;0
REAL2;1,712808587;0
REAL2;2,040893922;0
REAL2;2,299066046;238
REAL2;2,288562677;306
REAL2;2,020945787;0
REAL2;2,077967099;187
REAL2;2,135366453;0
REAL2;2,162269036;0
REAL2;2,249642914;241
REAL2;2,266015075;232
REAL2;2,093674819;208
REAL2;1,815047231;188
REAL2;1,995230669;0
REAL2;2,004248378;0
REAL2;2,109323453;0
REAL2;1,926845272;0
REAL2;2,031719266;0
REAL2;2,047701133;195
REAL2;1,820783146;0
REAL2;2,242968794;0
REAL2;1,817384332;0
REAL2;2,06953449;189
REAL2;2,181378784;188
REAL2;1,816763488;184
REAL2;1,278207615;184
REAL2;2,028443594;0
REAL2;1,777075478;187
REAL2;2,105976342;0
REAL2;2,398513772;184
REAL2;1,931613348;178
